Word,Count,Translation,ZegedronCount
authorities,10958,αρχές,0
moaning,10957,γκρίνια,0
photograph,10953,φωτογραφία,0
sales,10950,εκπτώσεις,0
fifty,10941,πενήντα,0
mickey,10939,γελοιοποίηση,0
beneath,10937,κάτω από,0
farewell,10937,αποχαιρετισμός,0
clouds,10936,σύννεφα,0
slipped,10931,γλίστρος,0
represent,10930,εκπροσωπώ,0
deaf,10924,κουφός,0
facing,10917,αντιμέτωπος,0
offense,10906,αδίκημα,0
citizen,10905,πολίτης,0
clown,10883,κλόουν,0
snap,10881,θραύση,0
messing,10878,αναστάτωση,0
hood,10873,κουκούλα,0
twelve,10871,δώδεκα,0
interests,10866,τα ενδιαφέροντα,0
cheated,10865,εξαπατημένος,0
liz,10861,λίζα,0
informed,10853,προειδοποίητος,0
humanity,10845,ανθρωπότητα,0
producer,10843,παραγωγός,0
technically,10839,τεχνικώς,0
accounts,10832,λογαριασμοί,0
extreme,10829,άκρο,0
gettin,10829,λυγίζω,0
cia,10825,CIA,0
ii,10823,ii,0
pays,10813,παίζω,0
profile,10808,Προφίλ,0
oxygen,10804,οξυγόνο,0
jeez,10797,jeez,0
gene,10796,γονίδιο,0
shed,10791,υπόστεγο,0
minor,10781,ανήλικος,0
ex,10780,πρώην,0
theatre,10776,θέατρο,0
scientific,10774,επιστημονικός,0
lovers,10769,εραστές,0
chaos,10764,χάος,0
l.a.,10762,λα.,0
rocket,10752,ρουκέτα,0
math,10739,μαθηματικά,0
stubborn,10738,πεισματάρης,0
august,10736,Αύγουστος,1
oi,10736,λοξοτομώ,0
chips,10734,τσιπς,0
intense,10734,έντονος,0
grey,10729,γκρί,0
talkin,10729,μιλώ,0
terrorist,10728,τρομοκράτης,0
angle,10724,γωνία,0
invitation,10721,πρόσκληση,0
gus,10715,γουρουνάκι,0
gambling,10714,ΤΥΧΕΡΑ ΠΑΙΧΝΙΔΙΑ,0
respond,10704,απαντώ,0
thirty,10699,τριάντα,0
procedure,10698,διαδικασία,0
absolute,10696,απόλυτος,0
investigate,10695,ερευνώ,0
tragedy,10691,τραγωδία,0
stable,10690,σταθερός,0
session,10682,συνεδρία,0
capture,10679,πιάνω,0
marrying,10677,παντρεμένος,0
ripped,10671,σχισμένος,0
attacks,10669,επιθέσεις,0
stretch,10667,τέντωμα,0
bush,10666,θάμνος,0
dates,10660,ημερομηνίες,0
unable,10659,ανίκανος,0
gates,10658,πύλες,0
mars,10656,Άρης,0
artists,10655,καλλιτέχνες,0
increase,10629,αυξάνουν,0
tastes,10620,γούστα,0
cared,10611,φροντισμένος,0
bottles,10606,φιάλες,0
highest,10590,ύψιστος,0
whirring,10589,στρηφογύρισμα,0
meanwhile,10589,Εν τω μεταξύ,0
nate,10583,καυγατζής,0
grabbed,10579,άρπαξε,0
pigs,10566,χοίρος,0
chop,10564,μπριζόλα,0
olivia,10560,Ολίβια,0
wheels,10557,τροχοί,0
shocked,10546,σοκαρισμένος,0
reverend,10539,αιδεσιμότατος,0
commercial,10539,εμπορικός,0
escort,10537,συνοδεία,0
engagement,10535,σύμπλεξη,0
corpse,10531,πτώμα,0
louise,10525,Λουίζ,0
worthy,10519,άξιος,0
scale,10519,κλίμακα,0
beats,10517,κτύπημα,0
williams,10516,Ουίλιαμς,0
threatening,10510,απειλητικές,0
exists,10509,υπάρχει,0
academy,10509,ακαδημία,0
acts,10506,πράξεις,0
hop,10501,λυκίσκος,0
judges,10490,δικαστές,0
furniture,10487,έπιπλα,0
shared,10484,κοινόχρηστος,0
ralph,10474,υποκοριστικό του Rodolphus,0
consequences,10473,συνέπειες,0
engineer,10471,μηχανικός,0
schools,10470,σχολεία,0
softly,10462,απαλά,0
bombs,10459,βόμβες,0
caroline,10457,Καρολίνα,0
shark,10456,καρχαρίας,0
transport,10456,μεταφορά,0
population,10449,πληθυσμός,0
succeed,10441,πετυχαίνω,0
creepy,10420,ανατριχιαστικός,0
sneak,10416,έρπω,0
studies,10402,σπουδές,0
destruction,10401,καταστροφή,0
keith,10400,καζεϊ,0
protected,10400,προστατευμένος,0
monsters,10398,τέρατα,0
joining,10396,συμμετοχή,0
punished,10395,τιμωρούνται,0
lightning,10394,αστραπή,0
malcolm,10382,Μάλκολμ,0
shell,10381,κέλυφος,0
fascinating,10378,γοητευτικός,0
chamber,10376,θάλαμος - Δωμάτιο,0
ethan,10374,αθανός,0
romance,10374,ειδύλλιο,0
instance,10371,παράδειγμα,0
jumping,10367,άλμα,0
groups,10365,ομάδες,0
exhausted,10362,εξαντλημένος,0
testify,10361,καταθέτω,0
studied,10355,μελετημένος,0
walker,10355,περιπατητής,0
pin,10355,καρφίτσα,0
imagined,10353,φαντασμένος,0
drill,10349,τρυπάνι,0
investigating,10348,ερευνητής,0
ye,10344,εσείς,0
experienced,10323,έμπειρος,0
elena,10323,Έλενα,0
necklace,10321,κολιέ,0
loyalty,10321,αφοσίωση,0
junk,10313,σκουπίδι,0
cole,10307,λάχανο,0
cries,10306,κραυγές,0
stanley,10305,σταυρός,0
rita,10304,Ρίτα,0
southern,10300,νότιος,0
blocks,10290,μπλοκ,0
emotions,10289,συναισθήματα,0
begun,10285,ξεκίνησα,0
maya,10285,Μάγια,0
liver,10281,συκώτι,0
serving,10281,σερβίρισμα,0
matches,10279,αγώνας,0
surgeon,10278,χειρουργός,0
granted,10275,χορηγημένος,0
jazz,10272,τζαζ,0
july,10271,Ιούλιος,0
supplies,10271,προμήθειες,0
deeper,10270,βαθύτερη,0
typical,10266,τυπικός,0
kicking,10265,κλωτσιές,0
obey,10262,υπακούω,0
dancer,10251,χορεύτρια,0
remote,10235,μακρινός,0
daughters,10230,θυγατέρες,0
moron,10229,βλάκας,0
latin,10223,λατινικά,0
teachers,10214,δάσκαλος,0
toby,10209,είδος κανάτας,0
sandy,10207,αμμώδης,0
dragged,10206,συρρικνωμένος,0
strategy,10205,στρατηγική,0
parent,10204,μητρική εταιρεία,0
jin,10200,πύργος,0
album,10199,άλμπουμ,0
compared,10181,σε συγκριση,0
rubbish,10181,σκουπίδια,0
helpful,10173,βοηθητικός,0
powder,10172,σκόνη,0
sync,10168,συγχρονισμός,0
bum,10165,αλήτης,0
passes,10162,περαστικά,0
joan,10153,Ιωάννα,0
fort,10152,φρούριο,0
choices,10148,επιλογές,0
alley,10145,δρομάκι,0
supper,10144,δείπνο,0
penis,10143,πέος,0
alibi,10141,άλλοθι,0
sammy,10138,σάμι,0
pole,10136,Πόλος,0
coke,10133,κοκ,0
scientist,10126,επιστήμονας,0
fighter,10121,μαχητής,0
highway,10103,Αυτοκινητόδρομος,0
blade,10100,λεπίδα,0
alpha,10093,άλφα,0
diet,10092,διατροφή,0
liquor,10090,υγρό,0
jet,10082,πίδακας,0
widow,10080,χήρα,0
liberty,10080,ελευθερία,0
philip,10080,Φίλιππος,0
moral,10077,ηθικός,0
carrie,10062,καραμέλα,0
award,10055,βραβείο,0
grief,10054,πένθος,0
thirsty,10053,διψασμένος,0
ashley,10047,Ashley,0
random,10039,τυχαίος,0
suspects,10038,υπόπτων,0
intention,10035,πρόθεση,0
julian,10026,Ιουλιανός,0
active,10024,ενεργός,0
tools,10020,εργαλεία,0
driven,10014,οδηγείται,0
trauma,10014,τραύμα,0
headache,10008,πονοκέφαλο,0
safely,10001,με ασφάλεια,0
alexander,10001,Αλέξανδρος,0
knee,10000,γόνατο,0
lads,9999,αρκάλια,0
novel,9997,μυθιστόρημα,0
conversations,9995,συνομιλίες,0
waters,9992,του νερού,0
lookin,9991,ματιά,0
invisible,9991,αόρατος,0
internal,9988,εσωτερικός,0
peaceful,9987,ειρηνικός,0
humming,9986,βουβωνικό,0
washed,9985,πλυμένος,0
drives,9981,δίνω δίσκους,0
talented,9970,ταλαντούχος,0
li,9969,λίδος,0
aid,9965,βοήθεια,0
elephant,9951,ελέφαντας,0
troubles,9940,προβλήματα,0
core,9939,πυρήνας,0
serial,9936,κατα συρροη,0
's-,9936,'μικρό-,0
painted,9934,ζωγραφισμένος,0
'the,9928,'ο,0
divine,9926,θεϊκός,0
jam,9923,μαρμελάδα,0
goat,9922,γίδα,0
opera,9918,ΛΥΡΙΚΗ ΣΚΗΝΗ,0
thieves,9915,κλέφτες,0
guessing,9912,εικασία,0
objection,9894,ένσταση,0
whiskey,9893,ουίσκι,0
florida,9889,Φλόριντα,0
resistance,9888,αντίσταση,0
dressing,9887,σάλτσα,0
attached,9884,συνδεδεμένος,0
aaron,9883,Ααρών,0
brief,9876,σύντομος,0
punish,9876,βαζω τιμωρια,0
eternal,9873,αιώνιος,0
lois,9872,λουρί,0
'and,9866,'και,0
required,9862,απαιτείται,0
victoria,9858,Βικτώρια,0
fabulous,9853,υπέροχο,0
twins,9850,δίδυμα,0
characters,9847,χαρακτήρες,0
cooked,9846,μαγείρευτος,0
ln,9844,LN,0
ruth,9836,Ρουθ,0
dreamed,9835,ονειρεύτηκα,0
arts,9831,τέχνες,0
naughty,9829,άτακτος,0
stabbed,9824,μαχαιρωμένος,0
tend,9824,τείνω,0
diane,9819,Νταϊάνα,0
tap,9813,παρακέντηση,0
soap,9811,σαπούνι,0
locker,9803,ερμάριο,0
development,9803,ανάπτυξη,0
images,9802,εικόνες,0
prick,9801,πούτσος,0
global,9793,παγκόσμια,0
string,9786,σειρά,0
bitter,9785,πικρός,0
sharing,9785,μοιρασιά,0
corn,9781,καλαμπόκι,0
craig,9781,καραμέλα,0
fits,9779,ταιριάζει,0
tent,9777,σκηνή,0
forms,9776,έντυπα,0
votes,9774,ψήφοι,0
harold,9771,Χάρολντ,0
propose,9771,προτείνω,1
monica,9766,Μόνικα,0
constantly,9765,συνεχώς,0
granny,9765,γιαγιά,0
nicely,9761,όμορφα,0
nerves,9761,νεύρα,0
arguing,9761,υποστηρικτής,0
abuse,9756,κατάχρηση,0
relatives,9754,συγγενείς,0
survival,9752,επιβίωση,0
gloves,9750,γάντια,0
tracking,9747,παρακολούθηση,0
zoe,9744,Ζωή,0
u,9743,u,0
bend,9739,στροφή,0
review,9732,ανασκόπηση,0
connect,9723,συνδέω-συωδεομαι,0
separated,9723,σε διασταση,0
elder,9722,μεγαλύτερος,0
beard,9718,γενειάδα,0
admiral,9717,ναύαρχος,0
diana,9717,Αρτέμη,0
salary,9710,Μισθός,0
areas,9709,περιοχές,0
disturb,9707,διαταράσσει,0
pro,9706,επαγγελματικός,0
maintain,9704,διατηρούν,0
solved,9703,λυμένος,0
wealth,9699,πλούτος,0
bitches,9695,σκύλα,0
possession,9686,κατοχή,0
sang,9686,άδω,0
gimme,9685,δώσ 'μου,0
plates,9684,πλάκες,0
shoulders,9683,ώμοι,0
burnt,9678,κάηκε,0
recorded,9676,έχει καταγραφεί,0
upper,9674,ανώτερος,0
counts,9673,μετράει,0
tale,9672,ιστορία,0
profit,9672,κέρδος,0
colleague,9669,συνάδελφος,0
warehouse,9667,αποθήκη,0
hostage,9667,όμηρος,0
shore,9666,ακτή,0
porn,9665,πορνογραφία,0
miami,9663,Μιάμι,0
fifteen,9662,δεκαπέντε,0
visitors,9662,επισκέπτες,0
bo,9661,κηλιδώνω,0
net,9660,καθαρά,0
insult,9659,προσβολή,0
owen,9658,απόλαυση,0
cities,9655,πόλεις,0
causing,9655,προκαλώντας,0
lemon,9653,λεμόνι,0
heal,9653,θεραπεύω,0
banging,9652,χτύπημα,0
honeymoon,9650,ΓΑΜΗΛΙΟ ΤΑΞΙΔΙ,0
appeal,9647,έφεση,0
marshall,9644,Μάρσαλ,0
critical,9636,κρίσιμος,0
creating,9636,δημιουργία,0
scotland,9635,Σκωτία,0
crane,9625,γερανός,0
enormous,9624,τεράστιος,0
testimony,9624,μαρτυρία,0
praise,9619,έπαινος,0
fights,9619,πάλη,0
indians,9616,Ινδοί,0
commission,9616,επιτροπή,0
growls,9614,γκρίνια,0
nicole,9611,Νικόλ,0
sins,9604,αμαρτίες,0
fraud,9599,απάτη,0
branch,9598,κλαδί,0
happily,9592,ευτυχώς,0
bout,9588,πάλη,0
covering,9576,κάλυμμα,0
occurred,9568,συνέβη,0
beans,9553,φασόλια,0
raw,9552,ακατέργαστος,0
muscle,9544,μυς,0
pages,9543,σελίδες,0
tense,9542,σε υπερένταση,0
relationships,9541,σχέσεις,0
management,9540,διαχείριση,0
assignment,9538,ΑΝΑΘΕΣΗ ΕΡΓΑΣΙΑΣ,0
blonde,9536,ξανθιά,0
catching,9534,ελκυστικός,0
exposed,9534,εκτεθειμένος,0
canada,9533,Καναδάς,0
dont,9523,δεν,0
han,9522,χαν,0
von,9519,εδάφιο,0
comedy,9514,κωμωδία,0
marco,9511,Μάρκο,0
stroke,9508,Εγκεφαλικό,0
whistling,9506,σφυριγμός,0
buildings,9504,κτίρια,0
shaking,9503,κλονισμός,0
p.m.,9502,μετα μεσημβριας.,0
facility,9502,ευκολία,0
appropriate,9500,κατάλληλος,0
remarkable,9499,αξιοσημείωτος,0
transferred,9494,μεταφερόμενος,0
drawn,9493,κλήθηκε,0
tits,9493,βυζιά,0
clicking,9492,κλικ,0
symbol,9490,σύμβολο,0
motor,9489,μοτέρ,0
employees,9481,υπαλλήλους,0
ambassador,9480,πρεσβευτής,0
mothers,9479,της μητέρας,0
pile,9476,σωρός,0
feeding,9476,σίτιση,0
soda,9472,σόδα,0
checks,9469,επιταγές,0
bears,9466,αρκούδες,0
cookies,9466,μπισκότα,0
slut,9463,πόρνη,0
awfully,9457,φοβερά,0
stepped,9454,σταδιακός,0
toys,9454,παιχνίδια,0
levels,9454,επίπεδα,0
differently,9453,διαφορετικά,0
magnificent,9453,μεγαλοπρεπής,0
steak,9450,μπριζόλα,0
tube,9449,σωλήνας,0
leaders,9449,ηγέτες,0
superior,9444,ανώτερος,0
herr,9443,βρώμικος,0
pan,9442,τηγάνι,0
expression,9438,έκφραση,0
currently,9421,επί του παρόντος,0
throne,9410,θρόνος,0
deadly,9410,θανάσιμα,0
bee,9409,μέλισσα,0
tooth,9408,δόντι,0
depressed,9400,μελαγχολικός,0
potatoes,9398,πατάτες,0
wicked,9391,κακός,0
resources,9388,πόροι,0
native,9386,ντόπιος,0
centuries,9384,αιώνες,0
karl,9383,καραμέλα,0
poetry,9374,ποίηση,0
multiple,9370,πολλαπλούς,0
cable,9369,καλώδιο,0
shortly,9364,σε σύντομο χρονικό διάστημα,0
buzz,9363,βόμβος,0
socks,9361,κάλτσες,0
fingerprints,9361,δακτυλικά αποτυπώματα,0
goddess,9359,θεά,0
chin,9359,πηγούνι,0
anxious,9354,ανήσυχος,0
september,9351,Σεπτέμβριος,0
colors,9351,χρωματιστά,0
basketball,9350,μπάσκετ,0
promises,9347,υπόσχεση,0
explained,9346,εξηγούνταν,0
appearance,9341,εμφάνιση,0
musical,9325,μιούζικαλ,0
sends,9325,στέλνει,0
slide,9324,ολίσθηση,0
aii,9323,ΑΙΙ,0
shawn,9321,σαρό,0
ultimate,9313,τελικός,0
pork,9308,χοιρινό,0
communication,9307,επικοινωνία,0
payment,9305,πληρωμή,0
structure,9302,δομή,0
paperwork,9301,γραφειοκρατία,0
obsessed,9298,έμμονως,0
lazy,9297,τεμπέλης,0
russians,9294,Ρώσοι,0
actors,9292,ηθοποιούς,0
squeeze,9291,σφίξιμο,0
magical,9287,μαγικός,0
colleagues,9282,Συνάδελφοι,0
admire,9273,θαυμάζω,0
madness,9271,παραφροσύνη,0
roads,9270,δρόμοι,0
entry,9269,είσοδος,0
injury,9265,βλάβη,0
burden,9262,βάρος,0
racing,9262,ιπποδρομίες,0
manner,9260,τρόπος,0
freezing,9255,πάγωμα,0
bits,9246,κομμάτια,0
norman,9245,Νορμανδός,0
mount,9239,βουνό,0
battery,9237,μπαταρία,0
dessert,9237,επιδόρπιο,0
pound,9235,λίβρα,0
visited,9233,επισκεφμένος,0
motel,9233,μοτέλ,0
rumbling,9232,θορυβώδης,0
cinema,9230,κινηματογράφος,0
fond,9227,τρυφερός,0
halfway,9225,στα μέσα του δρόμου,0
rifle,9221,τουφέκι,0
reception,9216,ρεσεψιόν,0
statue,9214,άγαλμα,0
fridge,9213,ψυγείο,0
brick,9209,τούβλο,0
abandon,9208,εγκαταλείπω,0
lap,9207,αγκαλιά,0
natalie,9194,νάτσια,0
wars,9192,του πολέμου,0
recommend,9188,συνιστώ,0
brush,9186,βούρτσα,0
nelson,9184,νέλσον,0
pill,9181,χάπι,0
concept,9181,έννοια,0
w,9179,W,0
delay,9179,καθυστέρηση,0
quarters,9178,κατάλυμα,0
korea,9178,Κορέα,0
janet,9176,janet,0
rub,9168,τρίψιμο,0
mall,9166,εμπορικό κέντρο,0
soil,9166,έδαφος,0
complaint,9162,καταγγελία,0
sail,9160,πανι ΠΛΟΙΟΥ,0
baker,9155,αρτοποιός,0
coughs,9145,βήχα,0
bucket,9143,κάδος,0
description,9140,περιγραφή,0
badge,9133,σήμα,0
measure,9133,Μετρήστε,0
hip,9131,ισχίο,0
function,9130,λειτουργία,0
indistinctly,9127,αδιαμφισβήτητα,0
harris,9124,Χάρις,0
foundation,9122,θεμέλιο,0
labor,9117,εργασία,0
willie,9117,Γουίλι,0
waiter,9109,σερβιτόρος,0
homeless,9106,άστεγος,0
proved,9104,αποδείχθηκαν,0
unfortunate,9101,ατυχής,0
log,9100,κούτσουρο,0
meetings,9099,συνεδριάσεις,0
giggles,9098,χαστούκι,0
combat,9092,μάχη,0
poem,9092,ποίημα,0
polish,9090,στίλβωση,0
handed,9089,παρέδωσε,0
mia,9086,μιά,0
weed,9084,αγριόχορτο,0
raymond,9076,Ραϋμόνδος,0
tons,9075,τόνοι,0
satellite,9059,δορυφόρος,0
jersey,9059,φανέλα,0
eagle,9058,αετός,0
privacy,9058,μυστικότητα,0
chapter,9056,κεφάλαιο,0
treating,9054,θεραπεία,0
wisdom,9047,σοφία,0
flip,9047,αναρρίπτω,0
entering,9047,μπαίνοντας να μπαίνουμε να μπαίνουμε,0
barn,9047,σιταποθήκη,0
farmer,9046,αγρότης,0
clan,9045,φυλή,0
budget,9026,προϋπολογισμός,0
pub,9026,καπηλειό,0
temporary,9025,προσωρινός,0
effective,9022,αποτελεσματικός,0
sonny,9017,υιός,0
wendy,9013,Wendy,0
juan,9011,χουάν,0
lamb,9011,αρνάκι,0
plot,9006,οικόπεδο,0
riley,9001,Ράιλι,0
proposal,8992,πρόταση,0
sticks,8989,ραβδί,0
searched,8988,ερευνημένος,0
blessing,8982,ευλογία,0
rage,8981,οργή,0
bothered,8977,ενοχλημένος,0
sydney,8976,Σίδνεϊ,0
basis,8975,βάση,0
manners,8973,συμπεριφορά,0
recover,8972,αναρρώνω,0
twist,8971,συστροφή,0
neil,8967,Νιλ,0
leak,8964,διαρροή,0
item,8963,είδος,0
catholic,8955,καθολικός,0
sighing,8952,αναστεναγμός,0
retired,8951,συνταξιούχος,0
kings,8944,βασιλιάδων,0
inner,8942,εσωτερικός,0
cents,8941,σεντς,0
affect,8941,επηρεάζουν,0
forbidden,8938,απαγορευμένος,0
patch,8938,κηλίδα,0
drops,8934,σταγόνες,0
necessarily,8933,αναγκαίως,0
provided,8929,υπό την προϋπόθεση,0
meters,8928,μέτρα,0
booked,8926,κρατημένος,0
returns,8924,επιστρέφει,0
gloria,8921,Γκόρια,0
fires,8921,πυρκαγιά,0
humor,8919,χιούμορ,0
torn,8908,σχισμένος,0
e-mail,8903,ΗΛΕΚΤΡΟΝΙΚΗ ΔΙΕΥΘΥΝΣΗ,0
rocky,8902,βραχώδης,0
introduced,8900,εισήχθη,0
creative,8898,δημιουργικός,0
betray,8895,αποκαλύπτω,0
soviet,8894,σοβιέτ,0
various,8893,διάφορος,0
added,8891,προστέθηκε,0
discovery,8890,ανακάλυψη,0
cowboy,8890,καουμπόη,0
suspected,8878,υποψιαζόμενος,0
suggested,8874,προτεινόμενος,0
delighted,8873,ευχαριστημένος,0
sticking,8873,κολλάει,0
dive,8872,κατάδυση,0
shane,8870,σανόποδα,0
radar,8868,ραντάρ,0
prosecutor,8868,κατήγορος,0
amber,8866,κεχριμπάρι,0
vast,8866,απέραντος,0
quinn,8864,quinn,0
owned,8858,ιδιόκτητος,0
cookie,8853,κουλουράκι,1
finest,8852,λεπτός,0
felix,8852,Φέλιξ,0
pump,8846,αντλία,0
valentine,8845,Βαλεντίνος,0
counter,8839,μετρητής,0
sorts,8835,είδος,0
coin,8830,κέρμα,0
warren,8829,λαβύρινθος,0
slaves,8828,δούλοι,0
marine,8827,θαλάσσια,0
illness,8825,ασθένεια,0
sack,8822,σάκος,0
bid,8821,προσφορά,0
require,8819,απαιτώ,0
moscow,8819,Μόσχα,0
largest,8817,μεγαλύτερος,0
washing,8817,πλύσιμο,0
achieve,8816,φέρνω σε πέρας,0
causes,8812,αιτίες,0
k,8812,κ,1
mo,8810,ΜΟ,0
dope,8809,ντοπάρω,0
nest,8803,φωλιά,0
palm,8801,παλάμη,0
logan,8799,Λογάν,0
constant,8796,συνεχής,0
b.,8796,σι.,0
boo,8795,γιούχα,0
medication,8789,φαρμακευτική αγωγή,0
gravity,8781,βαρύτητα,0
booze,8781,μεθοκοπώ,0
noah,8779,Νώε,0
evan,8778,Αβάν,0
abroad,8778,στο εξωτερικο,0
christine,8775,Χριστίνα,0
rising,8769,αυξανόμενες,0
analysis,8765,ανάλυση,0
cuts,8764,περικοπές,0
eats,8763,τρώει,0
employee,8759,υπάλληλος,0
vodka,8757,βότκα,0
damaged,8754,σκάρτος,0
solar,8753,ηλιακός,0
height,8753,ύψος,0
pops,8753,σκάφος,0
yards,8749,ναυπηγεία,0
terrified,8744,τρομοκρατημένος,0
suitcase,8738,βαλίτσα,0
chemical,8730,χημική ουσία,0
preparing,8724,προετοιμασία,0
advanced,8719,προχωρημένος,0
fund,8719,κεφάλαιο,0
wears,8715,φοράω,0
chirping,8714,τσιτσίρισμα,0
web,8698,ιστός,0
phase,8690,φάση,0
prom,8687,χώρος κολλέγιου,0
suggesting,8686,υποδηλώνοντας,0
fleet,8685,στόλος,0
lame,8681,κουτσός,0
irish,8678,ιρλανδικός,0
editor,8675,συντάκτης,0
october,8672,Οκτώβριος,0
assumed,8669,υποτίθεται,0
whip,8668,μαστίγιο,0
mel,8664,μεβούλα,0
region,8664,περιοχή,0
amongst,8659,ανάμεσα σε,0
temper,8657,ιδιοσυγκρασία,0
discussion,8656,συζήτηση,0
engines,8653,κινητήρες,0
operate,8647,λειτουργεί,0
sunshine,8645,λιακάδα,0
acted,8641,ενκίνητος,0
undercover,8638,μυστικός,0
horror,8635,φρίκη,0
tested,8631,δοκιμασμένος,0
smash,8631,σπάσιμο,0
contrary,8629,αντίθετος,0
roses,8627,τριαντάφυλλα,0
poker,8624,πόκερ,0
wrapped,8624,τυλιγμένος,0
korean,8622,κορεάτης,0
graham,8620,Γκράχαμ,0
mi,8618,μι,0
fu,8617,φουσκωτό,0
ivan,8613,Ιβάν,0
focused,8612,συγκεντρωμένος,0
liam,8611,Λιάμ,0
tragic,8607,τραγικός,0
carla,8604,Κάρλα,0
demons,8596,δαίμονες,0
rounds,8595,γύρους,0
entertainment,8594,ψυχαγωγία,0
gathered,8592,συγκεντρωμένος,0
uhh,8591,εχ.,0
yells,8590,φωνάζω,0
lincoln,8590,Λίνκολν,0
crossing,8585,διάβαση,0
blanket,8580,κουβέρτα,0
nut,8577,Καρύδι,0
travis,8576,Τράβις,0
pockets,8576,τσέπες,0
limited,8575,περιορισμένος,0
paintings,8569,ΠΙΝΑΚΕΣ ΖΩΓΡΑΦΙΚΗΣ,0
sober,8569,νηφάλιος,0
caesar,8567,Καίσαρας,0
sis,8566,γωνιά,0
intended,8563,προβλεπόμενος,0
niece,8561,ανηψιά,0
computers,8561,Υπολογιστές,0
tennis,8551,τένις,0
needle,8546,βελόνα,0
chicks,8545,νεοσσός,0
traditional,8545,παραδοσιακός,0
delicate,8544,λεπτός,0
independent,8539,ανεξάρτητος,0
leslie,8534,Λέσλι,0
lauren,8528,Λόρεν,0
grandson,8524,εγγονός,0
repair,8522,επισκευή,0
a.,8519,ένα.,0
brandon,8518,Μάρντον,0
executive,8515,εκτελεστικός,0
colin,8513,κολοκύθμος,0
recognized,8510,αναγνωρισμένος,0
holmes,8509,Χολμς,0
regarding,8508,Σχετικά με,0
weakness,8507,αδυναμία,0
aliens,8506,αλλοδαπός,0
gunshots,8505,πυροβολισμοί,0
european,8504,ευρωπαϊκός,0
method,8503,μέθοδος,0
tool,8496,εργαλείο,0
demands,8492,αιτήματα,0
permit,8491,άδεια,0
towel,8491,πετσέτα,0
daisy,8489,μαργαρίτα,0
nowadays,8488,στην εποχή μας,0
spider,8488,αράχνη,0
northern,8488,βόρειος,0
rangers,8484,φυλακισμένοι,0
zoo,8483,ΖΩΟΛΟΓΙΚΟΣ ΚΗΠΟΣ,0
praying,8477,προσευχή,0
antonio,8477,Αντόνιο,0
passengers,8474,επιβάτες,0
con,8473,απατώ,0
australia,8472,Αυστραλία,0
technique,8469,τεχνική,0
cellphone,8464,κινητό τηλέφωνο,0
gently,8463,απαλά,0
operations,8461,πράξεις,0
planes,8460,αεροπλάνα,0
bunny,8457,λαγουδάκι,0
gunfire,8452,πυροβολισμοί,0
shining,8451,λάμψη,0
backwards,8448,προς τα πίσω,0
skill,8447,επιδεξιότητα,0
uh-,8443,εχ-,0
baron,8441,βαρώνος,0
kidnapping,8437,απαγωγή,0
iike,8435,iike,0
marshal,8433,διευθετώ,0
petty,8431,μικροπρεπής,0
sealed,8428,σφραγισμένος,0
massage,8424,μασάζ,0
raising,8423,ανύψωση,0
menu,8423,μενού,0
diary,8423,ημερολόγιο,0
fucker,8421,σκατά,0
wagon,8420,κάρο,0
audition,8417,ακοή,0
mitch,8417,ψαροκόκαλο,0
mexican,8416,μεξικάνικος,0
casino,8413,καζίνο,0
bacon,8411,μπέικον,0
diego,8408,Ντιέγκο,0
dutch,8403,Ολλανδός,0
promotion,8402,προβολή,0
click,8401,Κάντε κλικ,0
forgiveness,8399,συγχώρεση,0
burst,8398,έκρηξη,0
permanent,8395,μόνιμος,0
interfere,8394,επεμβαίνω,0
chanting,8391,ψαλμωδία,0
dammit,8389,μαυρίζω,0
spencer,8387,είδος κοντής ζακέτας,0
recovered,8386,ανακτηθείς,0
registered,8379,εγγεγραμμένος,0
sunny,8377,ηλιόλουστος,0
packing,8376,συσκευασία,0
scenes,8376,σκηνές,0
superman,8375,υπεράνθρωπος,0
questioning,8373,προβληματισμός,0
unfair,8369,άδικος,0
admitted,8368,παράδεκτος,0
ancestors,8368,πρόγονοι,0
polite,8368,ευγενικός,0
completed,8357,ολοκληρώθηκε το,0
swallow,8357,καταπιεί,0
conduct,8352,συμπεριφορά,0
prayers,8348,προσευχές,0
sheet,8346,σεντόνι,0
fried,8345,τηγανητό,0
avenue,8333,λεωφόρος,0
poisoned,8332,δηλητηριασμένος,0
reverse,8324,ΑΝΤΙΣΤΡΟΦΗ,0
newspapers,8321,εφημερίδες,0
ford,8320,πέρασμα,0
complaining,8315,καταγγελία,0
senses,8313,αισθάνεται,0
investment,8308,επένδυση,0
absurd,8303,παράλογος,0
potato,8297,πατάτα,0
understands,8295,κατανοώ,0
grows,8294,αναπτύσσεται,0
inspired,8287,εμπνευσμένος,0
ruby,8278,ρουμπίνι,0
celebrating,8278,εορταστικός,0
tag,8276,ετικέτα,0
ram,8274,έμβολο,0
requires,8269,απαιτεί,0
bonnie,8269,μπόννι,0
bugs,8268,σφάλματα,0
leonard,8267,Λεωνάρδος,0
elliot,8266,ελλώτης,0
hooked,8265,αγκύλος,0
jill,8264,κόρη,0
ranch,8263,ράντσο,0
safer,8257,ασφαλέστερα,0
worn,8256,φθαρμένο,0
crashing,8254,συντριβή,0
lands,8252,Χώρες,0
heather,8248,ερείκη,0
ash,8244,φλαμουριά,0
leather,8241,δέρμα,0
